2019-12-01 00:00:00+00:00,0.23
2019-12-01 01:00:00+00:00,0.26
2019-12-01 02:00:00+00:00,0.56
2019-12-01 03:00:00+00:00,0.93
2019-12-01 04:00:00+00:00,1.44
2019-12-01 05:00:00+00:00,1.37
2019-12-01 06:00:00+00:00,1.17
2019-12-01 07:00:00+00:00,1.26
2019-12-01 08:00:00+00:00,0.93
2019-12-01 09:00:00+00:00,1.54
2019-12-01 10:00:00+00:00,1.67
2019-12-01 11:00:00+00:00,1.97
2019-12-01 12:00:00+00:00,2.26
2019-12-01 13:00:00+00:00,1.93
2019-12-01 14:00:00+00:00,1.04
2019-12-01 15:00:00+00:00,1.17
2019-12-01 16:00:00+00:00,1.57
2019-12-01 17:00:00+00:00,1.72
2019-12-01 18:00:00+00:00,1.12
2019-12-01 19:00:00+00:00,0.98
2019-12-01 20:00:00+00:00,0.65
2019-12-01 21:00:00+00:00,0.43
2019-12-01 22:00:00+00:00,0.34
2019-12-01 23:00:00+00:00,0.41
2019-12-02 00:00:00+00:00,0.23
2019-12-02 01:00:00+00:00,0.26
2019-12-02 02:00:00+00:00,0.56
2019-12-02 03:00:00+00:00,0.93
2019-12-02 04:00:00+00:00,1.44
2019-12-02 05:00:00+00:00,1.37
2019-12-02 06:00:00+00:00,1.17
2019-12-02 07:00:00+00:00,1.26
2019-12-02 08:00:00+00:00,0.93
2019-12-02 09:00:00+00:00,1.54
2019-12-02 10:00:00+00:00,1.67
2019-12-02 11:00:00+00:00,1.97
2019-12-02 12:00:00+00:00,2.26
2019-12-02 13:00:00+00:00,1.93
2019-12-02 14:00:00+00:00,1.04
2019-12-02 15:00:00+00:00,1.17
2019-12-02 16:00:00+00:00,1.57
2019-12-02 17:00:00+00:00,1.72
2019-12-02 18:00:00+00:00,1.12
2019-12-02 19:00:00+00:00,0.98
2019-12-02 20:00:00+00:00,0.65
2019-12-02 21:00:00+00:00,0.43
2019-12-02 22:00:00+00:00,0.34
2019-12-02 23:00:00+00:00,0.41
2019-12-03 00:00:00+00:00,0.23
2019-12-03 01:00:00+00:00,0.26
2019-12-03 02:00:00+00:00,0.56
2019-12-03 03:00:00+00:00,0.93
2019-12-03 04:00:00+00:00,1.44
2019-12-03 05:00:00+00:00,1.37
2019-12-03 06:00:00+00:00,1.17
2019-12-03 07:00:00+00:00,1.26
2019-12-03 08:00:00+00:00,0.93
2019-12-03 09:00:00+00:00,1.54
2019-12-03 10:00:00+00:00,1.67
2019-12-03 11:00:00+00:00,1.97
2019-12-03 12:00:00+00:00,2.26
2019-12-03 13:00:00+00:00,1.93
2019-12-03 14:00:00+00:00,1.04
2019-12-03 15:00:00+00:00,1.17
2019-12-03 16:00:00+00:00,1.57
2019-12-03 17:00:00+00:00,1.72
2019-12-03 18:00:00+00:00,1.12
2019-12-03 19:00:00+00:00,0.98
2019-12-03 20:00:00+00:00,0.65
2019-12-03 21:00:00+00:00,0.43
2019-12-03 22:00:00+00:00,0.34
2019-12-03 23:00:00+00:00,0.41
